tid,vid,tname,vname,otid,ovid,otname,ovname
68000020,007,桃園市中壢區,光明里,10003020,007,桃園縣中壢市,光明里
68000020,008,桃園市中壢區,自立里,10003020,008,桃園縣中壢市,自立里
68000020,009,桃園市中壢區,自強里,10003020,009,桃園縣中壢市,自強里
68000020,010,桃園市中壢區,中堅里,10003020,010,桃園縣中壢市,中堅里
68000020,011,桃園市中壢區,龍興里,10003020,011,桃園縣中壢市,龍興里
68000020,012,桃園市中壢區,仁美里,10003020,012,桃園縣中壢市,仁美里
68000020,013,桃園市中壢區,仁愛里,10003020,013,桃園縣中壢市,仁愛里
68000020,014,桃園市中壢區,新街里,10003020,014,桃園縣中壢市,新街里
68000020,015,桃園市中壢區,中央里,10003020,015,桃園縣中壢市,中央里
68000020,016,桃園市中壢區,普仁里,10003020,016,桃園縣中壢市,普仁里
68000020,017,桃園市中壢區,普義里,10003020,017,桃園縣中壢市,普義里
68000020,018,桃園市中壢區,忠義里,10003020,018,桃園縣中壢市,忠義里
68000020,019,桃園市中壢區,中正里,10003020,019,桃園縣中壢市,中正里
68000020,020,桃園市中壢區,興仁里,10003020,020,桃園縣中壢市,興仁里
68000020,021,桃園市中壢區,東興里,10003020,021,桃園縣中壢市,東興里
68000020,022,桃園市中壢區,洽溪里,10003020,022,桃園縣中壢市,洽溪里
68000020,023,桃園市中壢區,篤行里,10003020,023,桃園縣中壢市,篤行里
68000020,024,桃園市中壢區,新明里,10003020,024,桃園縣中壢市,新明里
68000020,025,桃園市中壢區,新興里,10003020,025,桃園縣中壢市,新興里
68000020,026,桃園市中壢區,中原里,10003020,026,桃園縣中壢市,中原里
68000020,027,桃園市中壢區,內定里,10003020,027,桃園縣中壢市,內定里
68000020,028,桃園市中壢區,中壢里,10003020,028,桃園縣中壢市,中壢里
68000020,029,桃園市中壢區,龍岡里,10003020,029,桃園縣中壢市,龍岡里
68000020,030,桃園市中壢區,仁祥里,10003020,030,桃園縣中壢市,仁祥里
68000020,031,桃園市中壢區,水尾里,10003020,031,桃園縣中壢市,水尾里
68000020,032,桃園市中壢區,青埔里,10003020,032,桃園縣中壢市,青埔里
68000020,033,桃園市中壢區,復興里,10003020,033,桃園縣中壢市,復興里
68000020,034,桃園市中壢區,文化里,10003020,034,桃園縣中壢市,文化里
68000020,035,桃園市中壢區,興國里,10003020,035,桃園縣中壢市,興國里
68000020,036,桃園市中壢區,忠福里,10003020,036,桃園縣中壢市,忠福里
68000020,037,桃園市中壢區,信義里,10003020,037,桃園縣中壢市,信義里
68000020,038,桃園市中壢區,石頭里,10003020,038,桃園縣中壢市,石頭里
68000020,039,桃園市中壢區,龍東里,10003020,039,桃園縣中壢市,龍東里
68000020,040,桃園市中壢區,中建里,10003020,040,桃園縣中壢市,中建里
68000020,041,桃園市中壢區,興南里,10003020,041,桃園縣中壢市,興南里
68000020,042,桃園市中壢區,後寮里,10003020,042,桃園縣中壢市,後寮里
68000020,043,桃園市中壢區,過嶺里,10003020,043,桃園縣中壢市,過嶺里
68000020,044,桃園市中壢區,五權里,10003020,044,桃園縣中壢市,五權里
68000020,045,桃園市中壢區,舊明里,10003020,045,桃園縣中壢市,舊明里
68000020,046,桃園市中壢區,芝芭里,10003020,046,桃園縣中壢市,芝芭里
68000020,047,桃園市中壢區,月眉里,10003020,047,桃園縣中壢市,月眉里
68000020,048,桃園市中壢區,三民里,10003020,048,桃園縣中壢市,三民里
68000020,049,桃園市中壢區,山東里,10003020,049,桃園縣中壢市,山東里
68000020,050,桃園市中壢區,中榮里,10003020,050,桃園縣中壢市,中榮里
68000020,051,桃園市中壢區,內厝里,10003020,051,桃園縣中壢市,內厝里
68000020,052,桃園市中壢區,振興里,10003020,052,桃園縣中壢市,振興里
68000020,053,桃園市中壢區,普慶里,10003020,053,桃園縣中壢市,普慶里
68000020,054,桃園市中壢區,興和里,10003020,054,桃園縣中壢市,興和里
68000020,055,桃園市中壢區,永光里,10003020,055,桃園縣中壢市,永光里
68000020,056,桃園市中壢區,復華里,10003020,056,桃園縣中壢市,復華里
68000020,057,桃園市中壢區,忠孝里,10003020,057,桃園縣中壢市,忠孝里
68000020,058,桃園市中壢區,福德里,10003020,058,桃園縣中壢市,福德里
68000020,059,桃園市中壢區,和平里,10003020,059,桃園縣中壢市,和平里
68000020,060,桃園市中壢區,普忠里,10003020,060,桃園縣中壢市,普忠里
68000020,061,桃園市中壢區,普強里,10003020,061,桃園縣中壢市,普強里
68000020,062,桃園市中壢區,明德里,10003020,062,桃園縣中壢市,明德里
68000020,063,桃園市中壢區,至善里,10003020,063,桃園縣中壢市,至善里
68000020,064,桃園市中壢區,五福里,10003020,064,桃園縣中壢市,五福里
68000020,065,桃園市中壢區,龍德里,10003020,065,桃園縣中壢市,龍德里
68000020,066,桃園市中壢區,正義里,10003020,066,桃園縣中壢市,正義里
68000020,067,桃園市中壢區,龍安里,10003020,067,桃園縣中壢市,龍安里
68000020,068,桃園市中壢區,中山里,10003020,068,桃園縣中壢市,中山里
68000020,069,桃園市中壢區,德義里,10003020,069,桃園縣中壢市,德義里
68000020,070,桃園市中壢區,仁義里,10003020,070,桃園縣中壢市,仁義里
68000020,071,桃園市中壢區,華勛里,10003020,071,桃園縣中壢市,華勛里
68000020,072,桃園市中壢區,仁福里,10003020,072,桃園縣中壢市,仁福里
68000020,073,桃園市中壢區,幸福里,10003020,073,桃園縣中壢市,幸福里
68000020,074,桃園市中壢區,永福里,10003020,074,桃園縣中壢市,永福里
68000020,075,桃園市中壢區,仁和里,10003020,075,桃園縣中壢市,仁和里
68000020,076,桃園市中壢區,華愛里,10003020,076,桃園縣中壢市,華愛里
68000020,077,桃園市中壢區,莊敬里,10003020,077,桃園縣中壢市,莊敬里
68000020,078,桃園市中壢區,自治里,10003020,078,桃園縣中壢市,自治里
68000020,079,桃園市中壢區,健行里,10003020,079,桃園縣中壢市,健行里
68000020,080,桃園市中壢區,興平里,10003020,080,桃園縣中壢市,興平里
68000020,081,桃園市中壢區,中興里,10003020,081,桃園縣中壢市,中興里
68000020,082,桃園市中壢區,龍慈里,10003020,082,桃園縣中壢市,龍慈里
68000020,083,桃園市中壢區,自信里,10003020,083,桃園縣中壢市,自信里
68000020,084,桃園市中壢區,林森里,10003020,084,桃園縣中壢市,林森里
68000020,085,桃園市中壢區,金華里,10003020,085,桃園縣中壢市,金華里
68000030,001,桃園市大溪區,興和里,10003030,001,桃園縣大溪鎮,興和里
68000030,002,桃園市大溪區,福仁里,10003030,002,桃園縣大溪鎮,福仁里
68000030,003,桃園市大溪區,一心里,10003030,003,桃園縣大溪鎮,一心里
68000030,004,桃園市大溪區,一德里,10003030,004,桃園縣大溪鎮,一德里
68000030,005,桃園市大溪區,月眉里,10003030,005,桃園縣大溪鎮,月眉里
68000030,006,桃園市大溪區,永福里,10003030,006,桃園縣大溪鎮,永福里
68000030,007,桃園市大溪區,美華里,10003030,007,桃園縣大溪鎮,美華里
68000030,008,桃園市大溪區,福安里,10003030,008,桃園縣大溪鎮,福安里
68000030,009,桃園市大溪區,復興里,10003030,009,桃園縣大溪鎮,復興里
68000030,010,桃園市大溪區,新峰里,10003030,010,桃園縣大溪鎮,新峰里
68000030,011,桃園市大溪區,康安里,10003030,011,桃園縣大溪鎮,康安里
68000030,012,桃園市大溪區,義和里,10003030,012,桃園縣大溪鎮,義和里
68000030,013,桃園市大溪區,瑞興里,10003030,013,桃園縣大溪鎮,瑞興里
68000030,014,桃園市大溪區,中新里,10003030,014,桃園縣大溪鎮,中新里
68000030,015,桃園市大溪區,仁義里,10003030,015,桃園縣大溪鎮,仁義里
68000030,016,桃園市大溪區,僑愛里,10003030,016,桃園縣大溪鎮,僑愛里
68000030,017,桃園市大溪區,仁善里,10003030,017,桃園縣大溪鎮,仁善里
68000030,018,桃園市大溪區,仁愛里,10003030,018,桃園縣大溪鎮,仁愛里
68000030,019,桃園市大溪區,仁武里,10003030,019,桃園縣大溪鎮,仁武里
68000030,020,桃園市大溪區,員林里,10003030,020,桃園縣大溪鎮,員林里
68000030,021,桃園市大溪區,南興里,10003030,021,桃園縣大溪鎮,南興里
68000030,022,桃園市大溪區,瑞源里,10003030,022,桃園縣大溪鎮,瑞源里
68000030,023,桃園市大溪區,光明里,10003030,023,桃園縣大溪鎮,光明里
68000030,024,桃園市大溪區,三元里,10003030,024,桃園縣大溪鎮,三元里
68000030,025,桃園市大溪區,田心里,10003030,025,桃園縣大溪鎮,田心里
68000030,026,桃園市大溪區,仁文里,10003030,026,桃園縣大溪鎮,仁文里
68000030,027,桃園市大溪區,仁和里,10003030,027,桃園縣大溪鎮,仁和里
68000040,001,桃園市楊梅區,楊梅里,10003040,001,桃園縣楊梅市,楊梅里
68000040,002,桃園市楊梅區,楊江里,10003040,002,桃園縣楊梅市,楊江里
68000040,003,桃園市楊梅區,紅梅里,10003040,003,桃園縣楊梅市,紅梅里
68000040,004,桃園市楊梅區,永寧里,10003040,004,桃園縣楊梅市,永寧里
68000040,005,桃園市楊梅區,大平里,10003040,005,桃園縣楊梅市,大平里
68000040,006,桃園市楊梅區,東流里,10003040,006,桃園縣楊梅市,東流里
68000040,007,桃園市楊梅區,水美里,10003040,007,桃園縣楊梅市,水美里
68000040,008,桃園市楊梅區,上田里,10003040,008,桃園縣楊梅市,上田里
68000040,009,桃園市楊梅區,梅新里,10003040,009,桃園縣楊梅市,梅新里
68000040,010,桃園市楊梅區,大同里,10003040,010,桃園縣楊梅市,大同里
68000040,011,桃園市楊梅區,埔心里,10003040,011,桃園縣楊梅市,埔心里
68000040,012,桃園市楊梅區,金龍里,10003040,012,桃園縣楊梅市,金龍里
68000040,013,桃園市楊梅區,瑞塘里,10003040,013,桃園縣楊梅市,瑞塘里
68000040,014,桃園市楊梅區,四維里,10003040,014,桃園縣楊梅市,四維里
68000040,015,桃園市楊梅區,梅溪里,10003040,015,桃園縣楊梅市,梅溪里
68000040,016,桃園市楊梅區,高山里,10003040,016,桃園縣楊梅市,高山里
68000040,017,桃園市楊梅區,高榮里,10003040,017,桃園縣楊梅市,高榮里
68000040,018,桃園市楊梅區,仁美里,10003040,018,桃園縣楊梅市,仁美里
68000040,019,桃園市楊梅區,光華里,10003040,019,桃園縣楊梅市,光華里
68000040,020,桃園市楊梅區,富岡里,10003040,020,桃園縣楊梅市,富岡里
68000040,021,桃園市楊梅區,豐野里,10003040,021,桃園縣楊梅市,豐野里
68000040,022,桃園市楊梅區,員本里,10003040,022,桃園縣楊梅市,員本里
68000040,023,桃園市楊梅區,瑞原里,10003040,023,桃園縣楊梅市,瑞原里
68000040,024,桃園市楊梅區,三湖里,10003040,024,桃園縣楊梅市,三湖里
68000040,025,桃園市楊梅區,上湖里,10003040,025,桃園縣楊梅市,上湖里
68000040,026,桃園市楊梅區,中山里,10003040,026,桃園縣楊梅市,中山里
68000040,027,桃園市楊梅區,楊明里,10003040,027,桃園縣楊梅市,楊明里
68000040,028,桃園市楊梅區,金溪里,10003040,028,桃園縣楊梅市,金溪里
68000040,029,桃園市楊梅區,裕成里,10003040,029,桃園縣楊梅市,裕成里
68000040,030,桃園市楊梅區,秀才里,10003040,030,桃園縣楊梅市,秀才里
68000040,031,桃園市楊梅區,青山里,10003040,031,桃園縣楊梅市,青山里
68000040,032,桃園市楊梅區,新榮里,10003040,032,桃園縣楊梅市,新榮里
68000040,033,桃園市楊梅區,雙榮里,10003040,033,桃園縣楊梅市,雙榮里
68000040,034,桃園市楊梅區,瑞坪里,10003040,034,桃園縣楊梅市,瑞坪里
68000040,035,桃園市楊梅區,永平里,10003040,035,桃園縣楊梅市,永平里
68000040,036,桃園市楊梅區,瑞溪里,10003040,036,桃園縣楊梅市,瑞溪里
68000040,037,桃園市楊梅區,高上里,10003040,037,桃園縣楊梅市,高上里
68000040,038,桃園市楊梅區,富豐里,10003040,038,桃園縣楊梅市,富豐里
68000040,039,桃園市楊梅區,裕新里,10003040,039,桃園縣楊梅市,裕新里
68000040,040,桃園市楊梅區,三民里,10003040,040,桃園縣楊梅市,三民里
68000040,041,桃園市楊梅區,頭湖里,10003040,041,桃園縣楊梅市,頭湖里
68000050,001,桃園市蘆竹區,新興里,10003050,001,桃園縣蘆竹市,新興里
68000050,002,桃園市蘆竹區,中福里,10003050,002,桃園縣蘆竹市,中福里
68000050,003,桃園市蘆竹區,新莊里,10003050,003,桃園縣蘆竹市,新莊里
68000050,004,桃園市蘆竹區,大竹里,10003050,004,桃園縣蘆竹市,大竹里
68000050,006,桃園市蘆竹區,蘆竹里,10003050,006,桃園縣蘆竹市,蘆竹里
68000050,007,桃園市蘆竹區,南崁里,10003050,007,桃園縣蘆竹市,南崁里
68000050,008,桃園市蘆竹區,錦興里,10003050,008,桃園縣蘆竹市,錦興里
68000050,009,桃園市蘆竹區,五福里,10003050,009,桃園縣蘆竹市,五福里
68000050,010,桃園市蘆竹區,內厝里,10003050,010,桃園縣蘆竹市,內厝里
68000050,011,桃園市蘆竹區,山鼻里,10003050,011,桃園縣蘆竹市,山鼻里
68000050,012,桃園市蘆竹區,山腳里,10003050,012,桃園縣蘆竹市,山腳里
68000050,013,桃園市蘆竹區,外社里,10003050,013,桃園縣蘆竹市,外社里
68000050,014,桃園市蘆竹區,坑子里,10003050,014,桃園縣蘆竹市,坑子里
68000050,015,桃園市蘆竹區,坑口里,10003050,015,桃園縣蘆竹市,坑口里
68000050,016,桃園市蘆竹區,海湖里,10003050,016,桃園縣蘆竹市,海湖里
68000050,017,桃園市蘆竹區,南榮里,10003050,017,桃園縣蘆竹市,南榮里
68000050,018,桃園市蘆竹區,南興里,10003050,018,桃園縣蘆竹市,南興里
68000050,019,桃園市蘆竹區,長興里,10003050,019,桃園縣蘆竹市,長興里
68000050,020,桃園市蘆竹區,錦中里,10003050,020,桃園縣蘆竹市,錦中里
68000050,021,桃園市蘆竹區,富竹里,10003050,021,桃園縣蘆竹市,富竹里
68000050,022,桃園市蘆竹區,上竹里,10003050,022,桃園縣蘆竹市,上竹里
68000050,023,桃園市蘆竹區,宏竹里,10003050,023,桃園縣蘆竹市,宏竹里
68000050,024,桃園市蘆竹區,瓦窯里,10003050,024,桃園縣蘆竹市,瓦窯里
68000050,025,桃園市蘆竹區,營盤里,10003050,025,桃園縣蘆竹市,營盤里
68000050,026,桃園市蘆竹區,羊稠里,10003050,026,桃園縣蘆竹市,羊稠里
68000050,027,桃園市蘆竹區,順興里,10003050,027,桃園縣蘆竹市,順興里
68000050,028,桃園市蘆竹區,福昌里,10003050,028,桃園縣蘆竹市,福昌里
68000050,029,桃園市蘆竹區,福興里,10003050,029,桃園縣蘆竹市,福興里
68000050,030,桃園市蘆竹區,蘆興里,10003050,030,桃園縣蘆竹市,蘆興里
68000050,031,桃園市蘆竹區,長壽里,10003050,031,桃園縣蘆竹市,長壽里
68000050,032,桃園市蘆竹區,吉祥里,10003050,032,桃園縣蘆竹市,吉祥里
68000050,033,桃園市蘆竹區,中山里,10003050,033,桃園縣蘆竹市,中山里
68000050,034,桃園市蘆竹區,福祿里,10003050,034,桃園縣蘆竹市,福祿里
68000050,035,桃園市蘆竹區,興榮里,10003050,035,桃園縣蘆竹市,興榮里
68000050,036,桃園市蘆竹區,中興里,10003050,036,桃園縣蘆竹市,中興里
68000050,037,桃園市蘆竹區,上興里,10003050,037,桃園縣蘆竹市,上興里
68000050,038,桃園市蘆竹區,營福里,10003050,038,桃園縣蘆竹市,營福里
68000060,001,桃園市大園區,大園里,10003060,001,桃園縣大園鄉,大園村
68000060,002,桃園市大園區,田心里,10003060,002,桃園縣大園鄉,田心村
68000060,003,桃園市大園區,溪海里,10003060,003,桃園縣大園鄉,溪海村
68000060,004,桃園市大園區,和平里,10003060,004,桃園縣大園鄉,和平村
68000060,005,桃園市大園區,橫峰里,10003060,005,桃園縣大園鄉,橫峰村
68000060,006,桃園市大園區,五權里,10003060,006,桃園縣大園鄉,五權村
68000060,007,桃園市大園區,埔心里,10003060,007,桃園縣大園鄉,埔心村
68000060,008,桃園市大園區,大海里,10003060,008,桃園縣大園鄉,大海村
68000060,010,桃園市大園區,三石里,10003060,010,桃園縣大園鄉,三石村
68000060,011,桃園市大園區,菓林里,10003060,011,桃園縣大園鄉,菓林村
68000060,012,桃園市大園區,竹圍里,10003060,012,桃園縣大園鄉,竹圍村
68000060,013,桃園市大園區,海口里,10003060,013,桃園縣大園鄉,海口村
68000060,014,桃園市大園區,沙崙里,10003060,014,桃園縣大園鄉,沙崙村
68000060,015,桃園市大園區,後厝里,10003060,015,桃園縣大園鄉,後厝村
68000060,016,桃園市大園區,圳頭里,10003060,016,桃園縣大園鄉,圳頭村
68000060,017,桃園市大園區,內海里,10003060,017,桃園縣大園鄉,內海村
68000060,018,桃園市大園區,北港里,10003060,018,桃園縣大園鄉,北港村
68000060,019,桃園市大園區,南港里,10003060,019,桃園縣大園鄉,南港村
68000070,001,桃園市龜山區,楓樹里,10003070,001,桃園縣龜山鄉,楓樹村
68000070,002,桃園市龜山區,龜山里,10003070,002,桃園縣龜山鄉,龜山村
68000070,003,桃園市龜山區,兔坑里,10003070,003,桃園縣龜山鄉,兔坑村
68000070,004,桃園市龜山區,大同里,10003070,004,桃園縣龜山鄉,大同村
68000070,005,桃園市龜山區,山福里,10003070,005,桃園縣龜山鄉,山福村
68000070,006,桃園市龜山區,山頂里,10003070,006,桃園縣龜山鄉,山頂村
68000070,007,桃園市龜山區,陸光里,10003070,007,桃園縣龜山鄉,陸光村
68000070,008,桃園市龜山區,精忠里,10003070,008,桃園縣龜山鄉,精忠村
68000070,009,桃園市龜山區,公西里,10003070,009,桃園縣龜山鄉,公西村
68000070,010,桃園市龜山區,樂善里,10003070,010,桃園縣龜山鄉,樂善村
68000070,011,桃園市龜山區,南上里,10003070,011,桃園縣龜山鄉,南上村
68000070,012,桃園市龜山區,大坑里,10003070,012,桃園縣龜山鄉,大坑村
68000070,013,桃園市龜山區,中興里,10003070,013,桃園縣龜山鄉,中興村
68000070,014,桃園市龜山區,山德里,10003070,014,桃園縣龜山鄉,山德村
68000070,015,桃園市龜山區,新路里,10003070,015,桃園縣龜山鄉,新路村
68000070,016,桃園市龜山區,嶺頂里,10003070,016,桃園縣龜山鄉,嶺頂村
68000070,017,桃園市龜山區,龍壽里,10003070,017,桃園縣龜山鄉,龍壽村
68000070,018,桃園市龜山區,舊路里,10003070,018,桃園縣龜山鄉,舊路村
68000070,019,桃園市龜山區,大崗里,10003070,019,桃園縣龜山鄉,大崗村
68000070,020,桃園市龜山區,文化里,10003070,020,桃園縣龜山鄉,文化村
68000070,021,桃園市龜山區,南美里,10003070,021,桃園縣龜山鄉,南美村
68000070,022,桃園市龜山區,幸福里,10003070,022,桃園縣龜山鄉,幸福村
68000070,023,桃園市龜山區,福源里,10003070,023,桃園縣龜山鄉,福源村
68000070,024,桃園市龜山區,龍華里,10003070,024,桃園縣龜山鄉,龍華村
68000070,025,桃園市龜山區,迴龍里,10003070,025,桃園縣龜山鄉,迴龍村
68000070,026,桃園市龜山區,新嶺里,10003070,026,桃園縣龜山鄉,新嶺村
68000070,027,桃園市龜山區,大湖里,10003070,027,桃園縣龜山鄉,大湖村
68000070,028,桃園市龜山區,大華里,10003070,028,桃園縣龜山鄉,大華村
68000070,029,桃園市龜山區,長庚里,10003070,029,桃園縣龜山鄉,長庚村
68000070,030,桃園市龜山區,新興里,10003070,030,桃園縣龜山鄉,新興村
68000080,001,桃園市八德區,興仁里,10003080,001,桃園縣八德市,興仁里
68000080,002,桃園市八德區,福興里,10003080,002,桃園縣八德市,福興里
68000080,003,桃園市八德區,瑞豐里,10003080,003,桃園縣八德市,瑞豐里
68000080,004,桃園市八德區,瑞發里,10003080,004,桃園縣八德市,瑞發里
68000080,005,桃園市八德區,瑞德里,10003080,005,桃園縣八德市,瑞德里
68000080,006,桃園市八德區,瑞祥里,10003080,006,桃園縣八德市,瑞祥里
68000080,007,桃園市八德區,廣興里,10003080,007,桃園縣八德市,廣興里
68000080,008,桃園市八德區,廣隆里,10003080,008,桃園縣八德市,廣隆里
68000080,009,桃園市八德區,竹園里,10003080,009,桃園縣八德市,竹園里
68000080,010,桃園市八德區,霄裡里,10003080,010,桃園縣八德市,霄裡里
68000080,011,桃園市八德區,茄苳里,10003080,011,桃園縣八德市,茄苳里
68000080,012,桃園市八德區,高明里,10003080,012,桃園縣八德市,高明里
68000080,013,桃園市八德區,白鷺里,10003080,013,桃園縣八德市,白鷺里
68000080,014,桃園市八德區,大湳里,10003080,014,桃園縣八德市,大湳里
68000080,015,桃園市八德區,大安里,10003080,015,桃園縣八德市,大安里
68000080,016,桃園市八德區,大興里,10003080,016,桃園縣八德市,大興里
68000080,017,桃園市八德區,大和里,10003080,017,桃園縣八德市,大和里
68000080,018,桃園市八德區,大同里,10003080,018,桃園縣八德市,大同里
68000080,019,桃園市八德區,大成里,10003080,019,桃園縣八德市,大成里
68000080,020,桃園市八德區,大義里,10003080,020,桃園縣八德市,大義里
68000080,021,桃園市八德區,大忠里,10003080,021,桃園縣八德市,大忠里
68000080,022,桃園市八德區,大福里,10003080,022,桃園縣八德市,大福里
68000080,023,桃園市八德區,大勇里,10003080,023,桃園縣八德市,大勇里
